,Date,All property types,City,index1,Month,Year,Yearly GDP
11,July 2011,204396,"Bournemouth,, Christchurch and Poole",3388,July,2011,1911983
11,August 2011,205586,"Bournemouth,, Christchurch and Poole",3389,August,2011,1911983
11,September 2011,203389,"Bournemouth,, Christchurch and Poole",3390,September,2011,1911983
11,October 2011,201623,"Bournemouth,, Christchurch and Poole",3391,October,2011,1911983
11,November 2011,202933,"Bournemouth,, Christchurch and Poole",3392,November,2011,1911983
11,December 2011,203403,"Bournemouth,, Christchurch and Poole",3393,December,2011,1911983
11,January 2011,150739,Cardiff,3644,January,2011,1911983
11,February 2011,151185,Cardiff,3645,February,2011,1911983
11,March 2011,150219,Cardiff,3646,March,2011,1911983
11,April 2011,147842,Cardiff,3647,April,2011,1911983
11,May 2011,148081,Cardiff,3648,May,2011,1911983
11,June 2011,148712,Cardiff,3649,June,2011,1911983
11,July 2011,152375,Cardiff,3650,July,2011,1911983
11,August 2011,154903,Cardiff,3651,August,2011,1911983
11,September 2011,156361,Cardiff,3652,September,2011,1911983
11,October 2011,156700,Cardiff,3653,October,2011,1911983
11,November 2011,156257,Cardiff,3654,November,2011,1911983
11,December 2011,155838,Cardiff,3655,December,2011,1911983
11,January 2011,124118,Coventry,3906,January,2011,1911983
11,February 2011,123931,Coventry,3907,February,2011,1911983
11,March 2011,122803,Coventry,3908,March,2011,1911983
11,April 2011,123066,Coventry,3909,April,2011,1911983
11,May 2011,123601,Coventry,3910,May,2011,1911983
11,June 2011,124058,Coventry,3911,June,2011,1911983
11,July 2011,124259,Coventry,3912,July,2011,1911983
11,August 2011,124283,Coventry,3913,August,2011,1911983
11,September 2011,124730,Coventry,3914,September,2011,1911983
11,October 2011,123598,Coventry,3915,October,2011,1911983
11,November 2011,123615,Coventry,3916,November,2011,1911983
11,December 2011,122419,Coventry,3917,December,2011,1911983
11,January 2011,106105,Middlesbrough,4168,January,2011,1911983
11,February 2011,106605,Middlesbrough,4169,February,2011,1911983
11,March 2011,105259,Middlesbrough,4170,March,2011,1911983
11,April 2011,107965,Middlesbrough,4171,April,2011,1911983
11,May 2011,108030,Middlesbrough,4172,May,2011,1911983
11,June 2011,109415,Middlesbrough,4173,June,2011,1911983
11,July 2011,107613,Middlesbrough,4174,July,2011,1911983
11,August 2011,105624,Middlesbrough,4175,August,2011,1911983
11,September 2011,106253,Middlesbrough,4176,September,2011,1911983
11,October 2011,106780,Middlesbrough,4177,October,2011,1911983
11,November 2011,107891,Middlesbrough,4178,November,2011,1911983
11,December 2011,108669,Middlesbrough,4179,December,2011,1911983
11,January 2011,87825,Stoke on Trent,4430,January,2011,1911983
11,February 2011,85697,Stoke on Trent,4431,February,2011,1911983
11,March 2011,84176,Stoke on Trent,4432,March,2011,1911983
11,April 2011,85043,Stoke on Trent,4433,April,2011,1911983
11,May 2011,86195,Stoke on Trent,4434,May,2011,1911983
11,June 2011,87459,Stoke on Trent,4435,June,2011,1911983
11,July 2011,87303,Stoke on Trent,4436,July,2011,1911983
11,August 2011,87920,Stoke on Trent,4437,August,2011,1911983
11,September 2011,88877,Stoke on Trent,4438,September,2011,1911983
11,October 2011,88949,Stoke on Trent,4439,October,2011,1911983
11,November 2011,89667,Stoke on Trent,4440,November,2011,1911983
11,December 2011,88944,Stoke on Trent,4441,December,2011,1911983
11,January 2011,195760,Reading,4692,January,2011,1911983
11,February 2011,193517,Reading,4693,February,2011,1911983
11,March 2011,194238,Reading,4694,March,2011,1911983
11,April 2011,193267,Reading,4695,April,2011,1911983
11,May 2011,192531,Reading,4696,May,2011,1911983
11,June 2011,190934,Reading,4697,June,2011,1911983
11,July 2011,192547,Reading,4698,July,2011,1911983
11,August 2011,194221,Reading,4699,August,2011,1911983
11,September 2011,195450,Reading,4700,September,2011,1911983
11,October 2011,193419,Reading,4701,October,2011,1911983
11,November 2011,195922,Reading,4702,November,2011,1911983
11,December 2011,195568,Reading,4703,December,2011,1911983
11,January 2011,107987,Sunderland,4954,January,2011,1911983
11,February 2011,107433,Sunderland,4955,February,2011,1911983
11,March 2011,106749,Sunderland,4956,March,2011,1911983
11,April 2011,109479,Sunderland,4957,April,2011,1911983
11,May 2011,109795,Sunderland,4958,May,2011,1911983
11,June 2011,110384,Sunderland,4959,June,2011,1911983
11,July 2011,109753,Sunderland,4960,July,2011,1911983
11,August 2011,108454,Sunderland,4961,August,2011,1911983
11,September 2011,107831,Sunderland,4962,September,2011,1911983
11,October 2011,105251,Sunderland,4963,October,2011,1911983
11,November 2011,106819,Sunderland,4964,November,2011,1911983
11,December 2011,105979,Sunderland,4965,December,2011,1911983
12,January 2012,294360,London,144,January,2012,1940087
12,February 2012,292381,London,145,February,2012,1940087
12,March 2012,290379,London,146,March,2012,1940087
12,April 2012,299065,London,147,April,2012,1940087
12,May 2012,304081,London,148,May,2012,1940087
12,June 2012,306823,London,149,June,2012,1940087
12,July 2012,308962,London,150,July,2012,1940087
12,August 2012,310043,London,151,August,2012,1940087
12,September 2012,308469,London,152,September,2012,1940087
12,October 2012,310281,London,153,October,2012,1940087
12,November 2012,308540,London,154,November,2012,1940087
12,December 2012,313744,London,155,December,2012,1940087
12,January 2012,117046,Manchester,406,January,2012,1940087
12,February 2012,118158,Manchester,407,February,2012,1940087
12,March 2012,119403,Manchester,408,March,2012,1940087
12,April 2012,120497,Manchester,409,April,2012,1940087
12,May 2012,119126,Manchester,410,May,2012,1940087
12,June 2012,120468,Manchester,411,June,2012,1940087
12,July 2012,120320,Manchester,412,July,2012,1940087
12,August 2012,123867,Manchester,413,August,2012,1940087
12,September 2012,122813,Manchester,414,September,2012,1940087
12,October 2012,122069,Manchester,415,October,2012,1940087
12,November 2012,119452,Manchester,416,November,2012,1940087
12,December 2012,117635,Manchester,417,December,2012,1940087
12,January 2012,130561,Birmingham,668,January,2012,1940087
12,February 2012,131169,Birmingham,669,February,2012,1940087
12,March 2012,131553,Birmingham,670,March,2012,1940087
12,April 2012,131300,Birmingham,671,April,2012,1940087
12,May 2012,130091,Birmingham,672,May,2012,1940087
12,June 2012,131349,Birmingham,673,June,2012,1940087
12,July 2012,131528,Birmingham,674,July,2012,1940087
12,August 2012,132372,Birmingham,675,August,2012,1940087
12,September 2012,131763,Birmingham,676,September,2012,1940087
12,October 2012,131957,Birmingham,677,October,2012,1940087
12,November 2012,131811,Birmingham,678,November,2012,1940087
12,December 2012,132108,Birmingham,679,December,2012,1940087
12,January 2012,137763,Leeds,930,January,2012,1940087
12,February 2012,137641,Leeds,931,February,2012,1940087
12,March 2012,137071,Leeds,932,March,2012,1940087
12,April 2012,137459,Leeds,933,April,2012,1940087
12,May 2012,138324,Leeds,934,May,2012,1940087
12,June 2012,138595,Leeds,935,June,2012,1940087
12,July 2012,138321,Leeds,936,July,2012,1940087
12,August 2012,138972,Leeds,937,August,2012,1940087
12,September 2012,139692,Leeds,938,September,2012,1940087
12,October 2012,138289,Leeds,939,October,2012,1940087
12,November 2012,137564,Leeds,940,November,2012,1940087
12,December 2012,136101,Leeds,941,December,2012,1940087
12,January 2012,104220,City of Glasgow,1144,January,2012,1940087
12,February 2012,100850,City of Glasgow,1145,February,2012,1940087
12,March 2012,100363,City of Glasgow,1146,March,2012,1940087
12,April 2012,99940,City of Glasgow,1147,April,2012,1940087
12,May 2012,101708,City of Glasgow,1148,May,2012,1940087
12,June 2012,102731,City of Glasgow,1149,June,2012,1940087
12,July 2012,104888,City of Glasgow,1150,July,2012,1940087
12,August 2012,104956,City of Glasgow,1151,August,2012,1940087
12,September 2012,104124,City of Glasgow,1152,September,2012,1940087
12,October 2012,102579,City of Glasgow,1153,October,2012,1940087
12,November 2012,101475,City of Glasgow,1154,November,2012,1940087
12,December 2012,100073,City of Glasgow,1155,December,2012,1940087
12,January 2012,151468,Southampton,1406,January,2012,1940087
12,February 2012,150997,Southampton,1407,February,2012,1940087
12,March 2012,150585,Southampton,1408,March,2012,1940087
12,April 2012,151976,Southampton,1409,April,2012,1940087
12,May 2012,153779,Southampton,1410,May,2012,1940087
12,June 2012,154877,Southampton,1411,June,2012,1940087
12,July 2012,155875,Southampton,1412,July,2012,1940087
12,August 2012,155045,Southampton,1413,August,2012,1940087
12,September 2012,156453,Southampton,1414,September,2012,1940087
12,October 2012,155631,Southampton,1415,October,2012,1940087
12,November 2012,153982,Southampton,1416,November,2012,1940087
12,December 2012,150044,Southampton,1417,December,2012,1940087
12,January 2012,107290,Liverpool,1668,January,2012,1940087
12,February 2012,106539,Liverpool,1669,February,2012,1940087
12,March 2012,106792,Liverpool,1670,March,2012,1940087
12,April 2012,107662,Liverpool,1671,April,2012,1940087
12,May 2012,106465,Liverpool,1672,May,2012,1940087
12,June 2012,106313,Liverpool,1673,June,2012,1940087
12,July 2012,107543,Liverpool,1674,July,2012,1940087
12,August 2012,109300,Liverpool,1675,August,2012,1940087
12,September 2012,108640,Liverpool,1676,September,2012,1940087
12,October 2012,106363,Liverpool,1677,October,2012,1940087
12,November 2012,104495,Liverpool,1678,November,2012,1940087
12,December 2012,105472,Liverpool,1679,December,2012,1940087
12,January 2012,134038,Newcastle upon Tyne,1930,January,2012,1940087
12,February 2012,135547,Newcastle upon Tyne,1931,February,2012,1940087
12,March 2012,137543,Newcastle upon Tyne,1932,March,2012,1940087
12,April 2012,140460,Newcastle upon Tyne,1933,April,2012,1940087
12,May 2012,139133,Newcastle upon Tyne,1934,May,2012,1940087
12,June 2012,138505,Newcastle upon Tyne,1935,June,2012,1940087
12,July 2012,136663,Newcastle upon Tyne,1936,July,2012,1940087
12,August 2012,138894,Newcastle upon Tyne,1937,August,2012,1940087
12,September 2012,139038,Newcastle upon Tyne,1938,September,2012,1940087
12,October 2012,136033,Newcastle upon Tyne,1939,October,2012,1940087
12,November 2012,134479,Newcastle upon Tyne,1940,November,2012,1940087
12,December 2012,133086,Newcastle upon Tyne,1941,December,2012,1940087
12,January 2012,123367,Sheffield,2192,January,2012,1940087
12,February 2012,124690,Sheffield,2193,February,2012,1940087
12,March 2012,123236,Sheffield,2194,March,2012,1940087
12,April 2012,124195,Sheffield,2195,April,2012,1940087
12,May 2012,123518,Sheffield,2196,May,2012,1940087
12,June 2012,125006,Sheffield,2197,June,2012,1940087
12,July 2012,127036,Sheffield,2198,July,2012,1940087
12,August 2012,129346,Sheffield,2199,August,2012,1940087
12,September 2012,130389,Sheffield,2200,September,2012,1940087
12,October 2012,128960,Sheffield,2201,October,2012,1940087
12,November 2012,127541,Sheffield,2202,November,2012,1940087
12,December 2012,125342,Sheffield,2203,December,2012,1940087
12,January 2012,93542,Belfast,2394,January,2012,1940087
12,February 2012,93542,Belfast,2395,February,2012,1940087
12,March 2012,93542,Belfast,2396,March,2012,1940087
12,April 2012,95298,Belfast,2397,April,2012,1940087
12,May 2012,95298,Belfast,2398,May,2012,1940087
12,June 2012,95298,Belfast,2399,June,2012,1940087
12,July 2012,93797,Belfast,2400,July,2012,1940087
12,August 2012,93797,Belfast,2401,August,2012,1940087
12,September 2012,93797,Belfast,2402,September,2012,1940087
12,October 2012,90431,Belfast,2403,October,2012,1940087
12,November 2012,90431,Belfast,2404,November,2012,1940087
12,December 2012,90431,Belfast,2405,December,2012,1940087
12,January 2012,242878,Brighton and Hove,2656,January,2012,1940087
12,February 2012,239973,Brighton and Hove,2657,February,2012,1940087
12,March 2012,236816,Brighton and Hove,2658,March,2012,1940087
12,April 2012,245333,Brighton and Hove,2659,April,2012,1940087
12,May 2012,247099,Brighton and Hove,2660,May,2012,1940087
12,June 2012,252104,Brighton and Hove,2661,June,2012,1940087
12,July 2012,252239,Brighton and Hove,2662,July,2012,1940087
12,August 2012,256797,Brighton and Hove,2663,August,2012,1940087
12,September 2012,258658,Brighton and Hove,2664,September,2012,1940087
12,October 2012,256781,Brighton and Hove,2665,October,2012,1940087
12,November 2012,254980,Brighton and Hove,2666,November,2012,1940087
12,December 2012,251223,Brighton and Hove,2667,December,2012,1940087
12,January 2012,119941,Leicester,2918,January,2012,1940087
12,February 2012,117830,Leicester,2919,February,2012,1940087
12,March 2012,119152,Leicester,2920,March,2012,1940087
12,April 2012,117490,Leicester,2921,April,2012,1940087
12,May 2012,118155,Leicester,2922,May,2012,1940087
12,June 2012,118417,Leicester,2923,June,2012,1940087
12,July 2012,120370,Leicester,2924,July,2012,1940087
12,August 2012,122405,Leicester,2925,August,2012,1940087
12,September 2012,121885,Leicester,2926,September,2012,1940087
12,October 2012,122006,Leicester,2927,October,2012,1940087
12,November 2012,121879,Leicester,2928,November,2012,1940087
12,December 2012,121613,Leicester,2929,December,2012,1940087
12,January 2012,199178,City of Edinburgh,3132,January,2012,1940087
12,February 2012,197288,City of Edinburgh,3133,February,2012,1940087
12,March 2012,198408,City of Edinburgh,3134,March,2012,1940087
12,April 2012,199585,City of Edinburgh,3135,April,2012,1940087
12,May 2012,201292,City of Edinburgh,3136,May,2012,1940087
12,June 2012,204493,City of Edinburgh,3137,June,2012,1940087
12,July 2012,207417,City of Edinburgh,3138,July,2012,1940087
12,August 2012,208998,City of Edinburgh,3139,August,2012,1940087
12,September 2012,208183,City of Edinburgh,3140,September,2012,1940087
12,October 2012,204767,City of Edinburgh,3141,October,2012,1940087
12,November 2012,201201,City of Edinburgh,3142,November,2012,1940087
12,December 2012,197342,City of Edinburgh,3143,December,2012,1940087
12,January 2012,205207,"Bournemouth,, Christchurch and Poole",3394,January,2012,1940087
12,February 2012,203208,"Bournemouth,, Christchurch and Poole",3395,February,2012,1940087
12,March 2012,202368,"Bournemouth,, Christchurch and Poole",3396,March,2012,1940087
12,April 2012,202917,"Bournemouth,, Christchurch and Poole",3397,April,2012,1940087
12,May 2012,205229,"Bournemouth,, Christchurch and Poole",3398,May,2012,1940087
12,June 2012,206952,"Bournemouth,, Christchurch and Poole",3399,June,2012,1940087
12,July 2012,208035,"Bournemouth,, Christchurch and Poole",3400,July,2012,1940087
12,August 2012,207480,"Bournemouth,, Christchurch and Poole",3401,August,2012,1940087
12,September 2012,205090,"Bournemouth,, Christchurch and Poole",3402,September,2012,1940087
12,October 2012,203652,"Bournemouth,, Christchurch and Poole",3403,October,2012,1940087
12,November 2012,204586,"Bournemouth,, Christchurch and Poole",3404,November,2012,1940087
12,December 2012,203858,"Bournemouth,, Christchurch and Poole",3405,December,2012,1940087
12,January 2012,154732,Cardiff,3656,January,2012,1940087
12,February 2012,153694,Cardiff,3657,February,2012,1940087
12,March 2012,153968,Cardiff,3658,March,2012,1940087
12,April 2012,154122,Cardiff,3659,April,2012,1940087
12,May 2012,154760,Cardiff,3660,May,2012,1940087
12,June 2012,154486,Cardiff,3661,June,2012,1940087
12,July 2012,155834,Cardiff,3662,July,2012,1940087
12,August 2012,157109,Cardiff,3663,August,2012,1940087
12,September 2012,157118,Cardiff,3664,September,2012,1940087
12,October 2012,157964,Cardiff,3665,October,2012,1940087
12,November 2012,156512,Cardiff,3666,November,2012,1940087
12,December 2012,156228,Cardiff,3667,December,2012,1940087
12,January 2012,122298,Coventry,3918,January,2012,1940087
12,February 2012,121996,Coventry,3919,February,2012,1940087
12,March 2012,122425,Coventry,3920,March,2012,1940087
12,April 2012,123591,Coventry,3921,April,2012,1940087
12,May 2012,123263,Coventry,3922,May,2012,1940087
12,June 2012,123942,Coventry,3923,June,2012,1940087
12,July 2012,124930,Coventry,3924,July,2012,1940087
12,August 2012,125894,Coventry,3925,August,2012,1940087
12,September 2012,126809,Coventry,3926,September,2012,1940087
12,October 2012,126545,Coventry,3927,October,2012,1940087
12,November 2012,125345,Coventry,3928,November,2012,1940087
12,December 2012,125619,Coventry,3929,December,2012,1940087
12,January 2012,107446,Middlesbrough,4180,January,2012,1940087
12,February 2012,105045,Middlesbrough,4181,February,2012,1940087
12,March 2012,104835,Middlesbrough,4182,March,2012,1940087
12,April 2012,108371,Middlesbrough,4183,April,2012,1940087
12,May 2012,111181,Middlesbrough,4184,May,2012,1940087
12,June 2012,112831,Middlesbrough,4185,June,2012,1940087
12,July 2012,111116,Middlesbrough,4186,July,2012,1940087
12,August 2012,112140,Middlesbrough,4187,August,2012,1940087
12,September 2012,111163,Middlesbrough,4188,September,2012,1940087
12,October 2012,112070,Middlesbrough,4189,October,2012,1940087
12,November 2012,111729,Middlesbrough,4190,November,2012,1940087
12,December 2012,107589,Middlesbrough,4191,December,2012,1940087
12,January 2012,89580,Stoke on Trent,4442,January,2012,1940087
12,February 2012,87815,Stoke on Trent,4443,February,2012,1940087
12,March 2012,87445,Stoke on Trent,4444,March,2012,1940087
12,April 2012,86830,Stoke on Trent,4445,April,2012,1940087
12,May 2012,88241,Stoke on Trent,4446,May,2012,1940087
12,June 2012,88961,Stoke on Trent,4447,June,2012,1940087
12,July 2012,88698,Stoke on Trent,4448,July,2012,1940087
12,August 2012,88671,Stoke on Trent,4449,August,2012,1940087
12,September 2012,88799,Stoke on Trent,4450,September,2012,1940087
12,October 2012,88304,Stoke on Trent,4451,October,2012,1940087
12,November 2012,87029,Stoke on Trent,4452,November,2012,1940087
12,December 2012,87237,Stoke on Trent,4453,December,2012,1940087
12,January 2012,196957,Reading,4704,January,2012,1940087
12,February 2012,194283,Reading,4705,February,2012,1940087
12,March 2012,197067,Reading,4706,March,2012,1940087
12,April 2012,197238,Reading,4707,April,2012,1940087
12,May 2012,199719,Reading,4708,May,2012,1940087
12,June 2012,199405,Reading,4709,June,2012,1940087
12,July 2012,202019,Reading,4710,July,2012,1940087
12,August 2012,202893,Reading,4711,August,2012,1940087
12,September 2012,202807,Reading,4712,September,2012,1940087
12,October 2012,201744,Reading,4713,October,2012,1940087
12,November 2012,200791,Reading,4714,November,2012,1940087
12,December 2012,202174,Reading,4715,December,2012,1940087
12,January 2012,106879,Sunderland,4966,January,2012,1940087
12,February 2012,103372,Sunderland,4967,February,2012,1940087
12,March 2012,101769,Sunderland,4968,March,2012,1940087
12,April 2012,101822,Sunderland,4969,April,2012,1940087
12,May 2012,103949,Sunderland,4970,May,2012,1940087
12,June 2012,106195,Sunderland,4971,June,2012,1940087
12,July 2012,106581,Sunderland,4972,July,2012,1940087
12,August 2012,107715,Sunderland,4973,August,2012,1940087
12,September 2012,106934,Sunderland,4974,September,2012,1940087
12,October 2012,106733,Sunderland,4975,October,2012,1940087
12,November 2012,106056,Sunderland,4976,November,2012,1940087
12,December 2012,104301,Sunderland,4977,December,2012,1940087
13,January 2013,311364,London,156,January,2013,1976755
13,February 2013,313550,London,157,February,2013,1976755
13,March 2013,312289,London,158,March,2013,1976755
13,April 2013,320921,London,159,April,2013,1976755
13,May 2013,322324,London,160,May,2013,1976755
13,June 2013,324518,London,161,June,2013,1976755
13,July 2013,332988,London,162,July,2013,1976755
13,August 2013,335743,London,163,August,2013,1976755
13,September 2013,340494,London,164,September,2013,1976755
13,October 2013,340045,London,165,October,2013,1976755
13,November 2013,343749,London,166,November,2013,1976755
13,December 2013,352028,London,167,December,2013,1976755
13,January 2013,117248,Manchester,418,January,2013,1976755
13,February 2013,116756,Manchester,419,February,2013,1976755
13,March 2013,116392,Manchester,420,March,2013,1976755
13,April 2013,116566,Manchester,421,April,2013,1976755
13,May 2013,118641,Manchester,422,May,2013,1976755
13,June 2013,119951,Manchester,423,June,2013,1976755
13,July 2013,121836,Manchester,424,July,2013,1976755
13,August 2013,122189,Manchester,425,August,2013,1976755
13,September 2013,124071,Manchester,426,September,2013,1976755
13,October 2013,124954,Manchester,427,October,2013,1976755
13,November 2013,125038,Manchester,428,November,2013,1976755
13,December 2013,124914,Manchester,429,December,2013,1976755
13,January 2013,132248,Birmingham,680,January,2013,1976755
13,February 2013,132221,Birmingham,681,February,2013,1976755
13,March 2013,131692,Birmingham,682,March,2013,1976755
13,April 2013,130727,Birmingham,683,April,2013,1976755
13,May 2013,131529,Birmingham,684,May,2013,1976755
13,June 2013,132355,Birmingham,685,June,2013,1976755
13,July 2013,134444,Birmingham,686,July,2013,1976755
13,August 2013,135892,Birmingham,687,August,2013,1976755
13,September 2013,136234,Birmingham,688,September,2013,1976755
13,October 2013,137168,Birmingham,689,October,2013,1976755
13,November 2013,136874,Birmingham,690,November,2013,1976755
13,December 2013,137626,Birmingham,691,December,2013,1976755
13,January 2013,137265,Leeds,942,January,2013,1976755
13,February 2013,138160,Leeds,943,February,2013,1976755
13,March 2013,137117,Leeds,944,March,2013,1976755
13,April 2013,137275,Leeds,945,April,2013,1976755
13,May 2013,135545,Leeds,946,May,2013,1976755
13,June 2013,136821,Leeds,947,June,2013,1976755
13,July 2013,137748,Leeds,948,July,2013,1976755
13,August 2013,138537,Leeds,949,August,2013,1976755
13,September 2013,140285,Leeds,950,September,2013,1976755
13,October 2013,139624,Leeds,951,October,2013,1976755
13,November 2013,141123,Leeds,952,November,2013,1976755
13,December 2013,141757,Leeds,953,December,2013,1976755
13,January 2013,99149,City of Glasgow,1156,January,2013,1976755
13,February 2013,97175,City of Glasgow,1157,February,2013,1976755
13,March 2013,96139,City of Glasgow,1158,March,2013,1976755
13,April 2013,96732,City of Glasgow,1159,April,2013,1976755
13,May 2013,99291,City of Glasgow,1160,May,2013,1976755
13,June 2013,101615,City of Glasgow,1161,June,2013,1976755
13,July 2013,105196,City of Glasgow,1162,July,2013,1976755
13,August 2013,107261,City of Glasgow,1163,August,2013,1976755
13,September 2013,108221,City of Glasgow,1164,September,2013,1976755
13,October 2013,104076,City of Glasgow,1165,October,2013,1976755
13,November 2013,102846,City of Glasgow,1166,November,2013,1976755
13,December 2013,101414,City of Glasgow,1167,December,2013,1976755
13,January 2013,149015,Southampton,1418,January,2013,1976755
13,February 2013,149757,Southampton,1419,February,2013,1976755
13,March 2013,151068,Southampton,1420,March,2013,1976755
13,April 2013,152767,Southampton,1421,April,2013,1976755
13,May 2013,153068,Southampton,1422,May,2013,1976755
13,June 2013,153712,Southampton,1423,June,2013,1976755
13,July 2013,153285,Southampton,1424,July,2013,1976755
13,August 2013,154359,Southampton,1425,August,2013,1976755
13,September 2013,153834,Southampton,1426,September,2013,1976755
13,October 2013,153690,Southampton,1427,October,2013,1976755
13,November 2013,155033,Southampton,1428,November,2013,1976755
13,December 2013,157855,Southampton,1429,December,2013,1976755
13,January 2013,105141,Liverpool,1680,January,2013,1976755
13,February 2013,105708,Liverpool,1681,February,2013,1976755
13,March 2013,103705,Liverpool,1682,March,2013,1976755
13,April 2013,104937,Liverpool,1683,April,2013,1976755
13,May 2013,105835,Liverpool,1684,May,2013,1976755
13,June 2013,108267,Liverpool,1685,June,2013,1976755
13,July 2013,107993,Liverpool,1686,July,2013,1976755
13,August 2013,108193,Liverpool,1687,August,2013,1976755
13,September 2013,108909,Liverpool,1688,September,2013,1976755
13,October 2013,108990,Liverpool,1689,October,2013,1976755
13,November 2013,107765,Liverpool,1690,November,2013,1976755
13,December 2013,106757,Liverpool,1691,December,2013,1976755
13,January 2013,136423,Newcastle upon Tyne,1942,January,2013,1976755
13,February 2013,133149,Newcastle upon Tyne,1943,February,2013,1976755
13,March 2013,134352,Newcastle upon Tyne,1944,March,2013,1976755
13,April 2013,133750,Newcastle upon Tyne,1945,April,2013,1976755
13,May 2013,138507,Newcastle upon Tyne,1946,May,2013,1976755
13,June 2013,137858,Newcastle upon Tyne,1947,June,2013,1976755
13,July 2013,139188,Newcastle upon Tyne,1948,July,2013,1976755
13,August 2013,141411,Newcastle upon Tyne,1949,August,2013,1976755
13,September 2013,142617,Newcastle upon Tyne,1950,September,2013,1976755
13,October 2013,140330,Newcastle upon Tyne,1951,October,2013,1976755
13,November 2013,136601,Newcastle upon Tyne,1952,November,2013,1976755
13,December 2013,134031,Newcastle upon Tyne,1953,December,2013,1976755
13,January 2013,125723,Sheffield,2204,January,2013,1976755
13,February 2013,123872,Sheffield,2205,February,2013,1976755
13,March 2013,125062,Sheffield,2206,March,2013,1976755
13,April 2013,124209,Sheffield,2207,April,2013,1976755
13,May 2013,125696,Sheffield,2208,May,2013,1976755
13,June 2013,126900,Sheffield,2209,June,2013,1976755
13,July 2013,127997,Sheffield,2210,July,2013,1976755
13,August 2013,129225,Sheffield,2211,August,2013,1976755
13,September 2013,129124,Sheffield,2212,September,2013,1976755
13,October 2013,129781,Sheffield,2213,October,2013,1976755
13,November 2013,128847,Sheffield,2214,November,2013,1976755
13,December 2013,130141,Sheffield,2215,December,2013,1976755
13,January 2013,87890,Belfast,2406,January,2013,1976755
13,February 2013,87890,Belfast,2407,February,2013,1976755
13,March 2013,87890,Belfast,2408,March,2013,1976755
13,April 2013,90661,Belfast,2409,April,2013,1976755
13,May 2013,90661,Belfast,2410,May,2013,1976755
13,June 2013,90661,Belfast,2411,June,2013,1976755
13,July 2013,93800,Belfast,2412,July,2013,1976755
13,August 2013,93800,Belfast,2413,August,2013,1976755
13,September 2013,93800,Belfast,2414,September,2013,1976755
13,October 2013,95599,Belfast,2415,October,2013,1976755
13,November 2013,95599,Belfast,2416,November,2013,1976755
13,December 2013,95599,Belfast,2417,December,2013,1976755
13,January 2013,250802,Brighton and Hove,2668,January,2013,1976755
13,February 2013,251267,Brighton and Hove,2669,February,2013,1976755
13,March 2013,252389,Brighton and Hove,2670,March,2013,1976755
13,April 2013,253553,Brighton and Hove,2671,April,2013,1976755
13,May 2013,254262,Brighton and Hove,2672,May,2013,1976755
13,June 2013,257556,Brighton and Hove,2673,June,2013,1976755
13,July 2013,259798,Brighton and Hove,2674,July,2013,1976755
13,August 2013,264347,Brighton and Hove,2675,August,2013,1976755
13,September 2013,267405,Brighton and Hove,2676,September,2013,1976755
13,October 2013,267865,Brighton and Hove,2677,October,2013,1976755
13,November 2013,267980,Brighton and Hove,2678,November,2013,1976755
13,December 2013,267382,Brighton and Hove,2679,December,2013,1976755
13,January 2013,121520,Leicester,2930,January,2013,1976755
13,February 2013,121815,Leicester,2931,February,2013,1976755
13,March 2013,121934,Leicester,2932,March,2013,1976755
13,April 2013,121896,Leicester,2933,April,2013,1976755
13,May 2013,122723,Leicester,2934,May,2013,1976755
13,June 2013,123315,Leicester,2935,June,2013,1976755
13,July 2013,123502,Leicester,2936,July,2013,1976755
13,August 2013,124123,Leicester,2937,August,2013,1976755
13,September 2013,125927,Leicester,2938,September,2013,1976755
13,October 2013,126206,Leicester,2939,October,2013,1976755
13,November 2013,125567,Leicester,2940,November,2013,1976755
13,December 2013,124318,Leicester,2941,December,2013,1976755
13,January 2013,192286,City of Edinburgh,3144,January,2013,1976755
13,February 2013,190669,City of Edinburgh,3145,February,2013,1976755
13,March 2013,190272,City of Edinburgh,3146,March,2013,1976755
13,April 2013,195962,City of Edinburgh,3147,April,2013,1976755
13,May 2013,200714,City of Edinburgh,3148,May,2013,1976755
13,June 2013,206193,City of Edinburgh,3149,June,2013,1976755
13,July 2013,205827,City of Edinburgh,3150,July,2013,1976755
13,August 2013,206746,City of Edinburgh,3151,August,2013,1976755
13,September 2013,205173,City of Edinburgh,3152,September,2013,1976755
13,October 2013,207220,City of Edinburgh,3153,October,2013,1976755
13,November 2013,205849,City of Edinburgh,3154,November,2013,1976755
13,December 2013,207630,City of Edinburgh,3155,December,2013,1976755
13,January 2013,201496,"Bournemouth,, Christchurch and Poole",3406,January,2013,1976755
13,February 2013,199724,"Bournemouth,, Christchurch and Poole",3407,February,2013,1976755
13,March 2013,203754,"Bournemouth,, Christchurch and Poole",3408,March,2013,1976755
13,April 2013,205385,"Bournemouth,, Christchurch and Poole",3409,April,2013,1976755
13,May 2013,207577,"Bournemouth,, Christchurch and Poole",3410,May,2013,1976755
13,June 2013,209029,"Bournemouth,, Christchurch and Poole",3411,June,2013,1976755
13,July 2013,209592,"Bournemouth,, Christchurch and Poole",3412,July,2013,1976755
13,August 2013,208983,"Bournemouth,, Christchurch and Poole",3413,August,2013,1976755
13,September 2013,209507,"Bournemouth,, Christchurch and Poole",3414,September,2013,1976755
