LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ISL,GDP,TOT,USD_CAP,A,2018,58320.91164,
ISL,GDP,TOT,USD_CAP,A,2019,60126.54178,
ISL,GDP,TOT,USD_CAP,A,2020,55213.38366,
IRL,GDP,TOT,MLN_USD,A,1970,7235.393,E
IRL,GDP,TOT,MLN_USD,A,1971,7865.952,E
IRL,GDP,TOT,MLN_USD,A,1972,8738.532,E
IRL,GDP,TOT,MLN_USD,A,1973,9652.585,E
IRL,GDP,TOT,MLN_USD,A,1974,10969.418,E
IRL,GDP,TOT,MLN_USD,A,1975,12663.45,E
IRL,GDP,TOT,MLN_USD,A,1976,13546.72,E
IRL,GDP,TOT,MLN_USD,A,1977,15569.903,E
IRL,GDP,TOT,MLN_USD,A,1978,17862.738,E
IRL,GDP,TOT,MLN_USD,A,1979,19939.207,E
IRL,GDP,TOT,MLN_USD,A,1980,22409.778,E
IRL,GDP,TOT,MLN_USD,A,1981,25345.915,E
IRL,GDP,TOT,MLN_USD,A,1982,27526.366,E
IRL,GDP,TOT,MLN_USD,A,1983,28534.63,E
IRL,GDP,TOT,MLN_USD,A,1984,30851.409,E
IRL,GDP,TOT,MLN_USD,A,1985,32809.129,E
IRL,GDP,TOT,MLN_USD,A,1986,33326.508,E
IRL,GDP,TOT,MLN_USD,A,1987,35742.973,E
IRL,GDP,TOT,MLN_USD,A,1988,38934.425,E
IRL,GDP,TOT,MLN_USD,A,1989,42813.144,E
IRL,GDP,TOT,MLN_USD,A,1990,48176.258,E
IRL,GDP,TOT,MLN_USD,A,1991,50766.527,E
IRL,GDP,TOT,MLN_USD,A,1992,53659.393,E
IRL,GDP,TOT,MLN_USD,A,1993,56409.804,E
IRL,GDP,TOT,MLN_USD,A,1994,60930.551,E
IRL,GDP,TOT,MLN_USD,A,1995,68201.558,
IRL,GDP,TOT,MLN_USD,A,1996,74317.043,
IRL,GDP,TOT,MLN_USD,A,1997,83140.526,
IRL,GDP,TOT,MLN_USD,A,1998,93157.139,
IRL,GDP,TOT,MLN_USD,A,1999,101534.479,
IRL,GDP,TOT,MLN_USD,A,2000,114987.727,
IRL,GDP,TOT,MLN_USD,A,2001,125967.524,
IRL,GDP,TOT,MLN_USD,A,2002,138490.842,
IRL,GDP,TOT,MLN_USD,A,2003,144856.325,
IRL,GDP,TOT,MLN_USD,A,2004,157524.601,
IRL,GDP,TOT,MLN_USD,A,2005,168336.081,
IRL,GDP,TOT,MLN_USD,A,2006,188778.262,
IRL,GDP,TOT,MLN_USD,A,2007,205504.05,
IRL,GDP,TOT,MLN_USD,A,2008,198299.13,
IRL,GDP,TOT,MLN_USD,A,2009,188225.344,
IRL,GDP,TOT,MLN_USD,A,2010,197163.475,
IRL,GDP,TOT,MLN_USD,A,2011,206471.066,
IRL,GDP,TOT,MLN_USD,A,2012,213240.963,
IRL,GDP,TOT,MLN_USD,A,2013,221159.998,
IRL,GDP,TOT,MLN_USD,A,2014,238002.345,
IRL,GDP,TOT,MLN_USD,A,2015,324570.163,
IRL,GDP,TOT,MLN_USD,A,2016,339999.931,
IRL,GDP,TOT,MLN_USD,A,2017,373770.633,
IRL,GDP,TOT,MLN_USD,A,2018,412094.277,
IRL,GDP,TOT,MLN_USD,A,2019,441873.65,
IRL,GDP,TOT,MLN_USD,A,2020,475683.816,
IRL,GDP,TOT,USD_CAP,A,1970,2452.675426,E
IRL,GDP,TOT,USD_CAP,A,1971,2641.353976,E
IRL,GDP,TOT,USD_CAP,A,1972,2889.726027,E
IRL,GDP,TOT,USD_CAP,A,1973,3141.095063,E
IRL,GDP,TOT,USD_CAP,A,1974,3511.337511,E
IRL,GDP,TOT,USD_CAP,A,1975,3985.977453,E
IRL,GDP,TOT,USD_CAP,A,1976,4196.629421,E
IRL,GDP,TOT,USD_CAP,A,1977,4758.527964,E
IRL,GDP,TOT,USD_CAP,A,1978,5390.083836,E
IRL,GDP,TOT,USD_CAP,A,1979,5920.192011,E
IRL,GDP,TOT,USD_CAP,A,1980,6589.173302,E
IRL,GDP,TOT,USD_CAP,A,1981,7361.578648,E
IRL,GDP,TOT,USD_CAP,A,1982,7909.875239,E
IRL,GDP,TOT,USD_CAP,A,1983,8141.121225,E
IRL,GDP,TOT,USD_CAP,A,1984,8742.252485,E
IRL,GDP,TOT,USD_CAP,A,1985,9265.498039,E
IRL,GDP,TOT,USD_CAP,A,1986,9408.952117,E
IRL,GDP,TOT,USD_CAP,A,1987,10088.33571,E
IRL,GDP,TOT,USD_CAP,A,1988,11026.45847,E
IRL,GDP,TOT,USD_CAP,A,1989,12197.47682,E
IRL,GDP,TOT,USD_CAP,A,1990,13741.08912,E
IRL,GDP,TOT,USD_CAP,A,1991,14397.76705,E
IRL,GDP,TOT,USD_CAP,A,1992,15094.06267,E
IRL,GDP,TOT,USD_CAP,A,1993,15783.38117,E
IRL,GDP,TOT,USD_CAP,A,1994,16991.23004,E
IRL,GDP,TOT,USD_CAP,A,1995,18938.03858,
IRL,GDP,TOT,USD_CAP,A,1996,20495.03396,
IRL,GDP,TOT,USD_CAP,A,1997,22689.33386,
IRL,GDP,TOT,USD_CAP,A,1998,25081.56977,
IRL,GDP,TOT,USD_CAP,A,1999,27041.62266,
IRL,GDP,TOT,USD_CAP,A,2000,30226.1385,
IRL,GDP,TOT,USD_CAP,A,2001,32601.90244,
IRL,GDP,TOT,USD_CAP,A,2002,35222.88196,
IRL,GDP,TOT,USD_CAP,A,2003,36241.40731,
IRL,GDP,TOT,USD_CAP,A,2004,38729.27838,
IRL,GDP,TOT,USD_CAP,A,2005,40465.54024,
IRL,GDP,TOT,USD_CAP,A,2006,44212.16744,
IRL,GDP,TOT,USD_CAP,A,2007,46703.52351,
IRL,GDP,TOT,USD_CAP,A,2008,44105.30562,
IRL,GDP,TOT,USD_CAP,A,2009,41467.13628,
IRL,GDP,TOT,USD_CAP,A,2010,43239.79466,
IRL,GDP,TOT,USD_CAP,A,2011,45095.40402,
IRL,GDP,TOT,USD_CAP,A,2012,46382.57421,
IRL,GDP,TOT,USD_CAP,A,2013,47869.6735,
IRL,GDP,TOT,USD_CAP,A,2014,51156.24772,
IRL,GDP,TOT,USD_CAP,A,2015,69119.70393,
IRL,GDP,TOT,USD_CAP,A,2016,71594.09569,
IRL,GDP,TOT,USD_CAP,A,2017,77832.00899,
IRL,GDP,TOT,USD_CAP,A,2018,84781.72193,
IRL,GDP,TOT,USD_CAP,A,2019,89680.96917,
IRL,GDP,TOT,USD_CAP,A,2020,95512.5861,
ITA,GDP,TOT,MLN_USD,A,1970,195018.465,E
ITA,GDP,TOT,MLN_USD,A,1971,208629.625,E
ITA,GDP,TOT,MLN_USD,A,1972,225680.458,E
ITA,GDP,TOT,MLN_USD,A,1973,255010.422,E
ITA,GDP,TOT,MLN_USD,A,1974,293246.104,E
ITA,GDP,TOT,MLN_USD,A,1975,313711.339,E
ITA,GDP,TOT,MLN_USD,A,1976,354559.402,E
ITA,GDP,TOT,MLN_USD,A,1977,386232.024,E
ITA,GDP,TOT,MLN_USD,A,1978,426793.645,E
ITA,GDP,TOT,MLN_USD,A,1979,489746.375,E
ITA,GDP,TOT,MLN_USD,A,1980,552301.133,E
ITA,GDP,TOT,MLN_USD,A,1981,609664.733,E
ITA,GDP,TOT,MLN_USD,A,1982,650008.43,E
ITA,GDP,TOT,MLN_USD,A,1983,683365.386,E
ITA,GDP,TOT,MLN_USD,A,1984,730858.933,E
ITA,GDP,TOT,MLN_USD,A,1985,775068.718,E
ITA,GDP,TOT,MLN_USD,A,1986,813290.958,E
ITA,GDP,TOT,MLN_USD,A,1987,860001.309,E
ITA,GDP,TOT,MLN_USD,A,1988,927681.412,E
ITA,GDP,TOT,MLN_USD,A,1989,996715.37,E
ITA,GDP,TOT,MLN_USD,A,1990,1054559.203,E
ITA,GDP,TOT,MLN_USD,A,1991,1106994.301,E
ITA,GDP,TOT,MLN_USD,A,1992,1141667.537,E
ITA,GDP,TOT,MLN_USD,A,1993,1158749.958,E
ITA,GDP,TOT,MLN_USD,A,1994,1208950.871,E
ITA,GDP,TOT,MLN_USD,A,1995,1269932.783,
ITA,GDP,TOT,MLN_USD,A,1996,1307915.738,
ITA,GDP,TOT,MLN_USD,A,1997,1357832.084,
ITA,GDP,TOT,MLN_USD,A,1998,1423810.617,
ITA,GDP,TOT,MLN_USD,A,1999,1457193.11,
ITA,GDP,TOT,MLN_USD,A,2000,1542231.344,
ITA,GDP,TOT,MLN_USD,A,2001,1597887.213,
ITA,GDP,TOT,MLN_USD,A,2002,1639680.501,
ITA,GDP,TOT,MLN_USD,A,2003,1671645.374,
ITA,GDP,TOT,MLN_USD,A,2004,1703460.096,
ITA,GDP,TOT,MLN_USD,A,2005,1746658.11,
ITA,GDP,TOT,MLN_USD,A,2006,1884457.559,
ITA,GDP,TOT,MLN_USD,A,2007,1992732.867,
ITA,GDP,TOT,MLN_USD,A,2008,2089717.307,
ITA,GDP,TOT,MLN_USD,A,2009,2046377.425,
ITA,GDP,TOT,MLN_USD,A,2010,2085694.44,
ITA,GDP,TOT,MLN_USD,A,2011,2173169.961,
ITA,GDP,TOT,MLN_USD,A,2012,2172383.108,
ITA,GDP,TOT,MLN_USD,A,2013,2187376.607,
ITA,GDP,TOT,MLN_USD,A,2014,2200256.409,
ITA,GDP,TOT,MLN_USD,A,2015,2240922.483,
ITA,GDP,TOT,MLN_USD,A,2016,2420672.141,
ITA,GDP,TOT,MLN_USD,A,2017,2517184.468,
ITA,GDP,TOT,MLN_USD,A,2018,2605347.639,
ITA,GDP,TOT,MLN_USD,A,2019,2684877.498,
ITA,GDP,TOT,MLN_USD,A,2020,2494730.876,
ITA,GDP,TOT,USD_CAP,A,1970,3623.403574,E
ITA,GDP,TOT,USD_CAP,A,1971,3858.260055,E
ITA,GDP,TOT,USD_CAP,A,1972,4149.964378,E
ITA,GDP,TOT,USD_CAP,A,1973,4657.605511,E
ITA,GDP,TOT,USD_CAP,A,1974,5321.018244,E
ITA,GDP,TOT,USD_CAP,A,1975,5658.471873,E
ITA,GDP,TOT,USD_CAP,A,1976,6363.428215,E
ITA,GDP,TOT,USD_CAP,A,1977,6902.497779,E
ITA,GDP,TOT,USD_CAP,A,1978,7600.265062,E
ITA,GDP,TOT,USD_CAP,A,1979,8696.135931,E
ITA,GDP,TOT,USD_CAP,A,1980,9786.690856,E
ITA,GDP,TOT,USD_CAP,A,1981,10788.55949,E
ITA,GDP,TOT,USD_CAP,A,1982,11495.7233,E
ITA,GDP,TOT,USD_CAP,A,1983,12081.25623,E
ITA,GDP,TOT,USD_CAP,A,1984,12918.01985,E
ITA,GDP,TOT,USD_CAP,A,1985,13695.46319,E
ITA,GDP,TOT,USD_CAP,A,1986,14370.06297,E
ITA,GDP,TOT,USD_CAP,A,1987,15193.85937,E
ITA,GDP,TOT,USD_CAP,A,1988,16381.6507,E
ITA,GDP,TOT,USD_CAP,A,1989,17587.50155,E
ITA,GDP,TOT,USD_CAP,A,1990,18592.63182,E
ITA,GDP,TOT,USD_CAP,A,1991,19497.74641,E
ITA,GDP,TOT,USD_CAP,A,1992,20100.80685,E
ITA,GDP,TOT,USD_CAP,A,1993,20389.1124,E
ITA,GDP,TOT,USD_CAP,A,1994,21268.09571,E
ITA,GDP,TOT,USD_CAP,A,1995,22340.54747,
ITA,GDP,TOT,USD_CAP,A,1996,23002.26587,
ITA,GDP,TOT,USD_CAP,A,1997,23867.50813,
ITA,GDP,TOT,USD_CAP,A,1998,25020.08757,
ITA,GDP,TOT,USD_CAP,A,1999,25602.38648,
ITA,GDP,TOT,USD_CAP,A,2000,27084.20209,
ITA,GDP,TOT,USD_CAP,A,2001,28043.04706,
ITA,GDP,TOT,USD_CAP,A,2002,28721.07628,
ITA,GDP,TOT,USD_CAP,A,2003,29123.14761,
ITA,GDP,TOT,USD_CAP,A,2004,29457.25609,
ITA,GDP,TOT,USD_CAP,A,2005,30028.48898,
ITA,GDP,TOT,USD_CAP,A,2006,32268.16414,
ITA,GDP,TOT,USD_CAP,A,2007,33915.27817,
ITA,GDP,TOT,USD_CAP,A,2008,35292.60186,
ITA,GDP,TOT,USD_CAP,A,2009,34360.84702,
ITA,GDP,TOT,USD_CAP,A,2010,34866.52223,
ITA,GDP,TOT,USD_CAP,A,2011,36203.32852,
ITA,GDP,TOT,USD_CAP,A,2012,36091.37396,
ITA,GDP,TOT,USD_CAP,A,2013,36267.92535,
ITA,GDP,TOT,USD_CAP,A,2014,36475.97606,
ITA,GDP,TOT,USD_CAP,A,2015,37206.33182,
ITA,GDP,TOT,USD_CAP,A,2016,40267.22262,
ITA,GDP,TOT,USD_CAP,A,2017,41951.46633,
ITA,GDP,TOT,USD_CAP,A,2018,43511.51422,
ITA,GDP,TOT,USD_CAP,A,2019,44950.91166,
ITA,GDP,TOT,USD_CAP,A,2020,41963.8664,
JPN,GDP,TOT,MLN_USD,A,1970,341295.722,E
JPN,GDP,TOT,MLN_USD,A,1971,375446.958,E
JPN,GDP,TOT,MLN_USD,A,1972,424630.55,E
JPN,GDP,TOT,MLN_USD,A,1973,483877.803,E
JPN,GDP,TOT,MLN_USD,A,1974,520958.289,E
JPN,GDP,TOT,MLN_USD,A,1975,586810.335,E
JPN,GDP,TOT,MLN_USD,A,1976,643714.092,E
JPN,GDP,TOT,MLN_USD,A,1977,713727.555,E
JPN,GDP,TOT,MLN_USD,A,1978,804203.91,E
JPN,GDP,TOT,MLN_USD,A,1979,918687.351,E
JPN,GDP,TOT,MLN_USD,A,1980,1029895.752,
JPN,GDP,TOT,MLN_USD,A,1981,1174800.151,
JPN,GDP,TOT,MLN_USD,A,1982,1288700.89,
JPN,GDP,TOT,MLN_USD,A,1983,1386356.156,
JPN,GDP,TOT,MLN_USD,A,1984,1501037.357,
JPN,GDP,TOT,MLN_USD,A,1985,1629546.124,
JPN,GDP,TOT,MLN_USD,A,1986,1717662.434,
JPN,GDP,TOT,MLN_USD,A,1987,1843397.445,
JPN,GDP,TOT,MLN_USD,A,1988,2037908.958,
JPN,GDP,TOT,MLN_USD,A,1989,2220685.5,
JPN,GDP,TOT,MLN_USD,A,1990,2416532.189,
JPN,GDP,TOT,MLN_USD,A,1991,2583631.115,
JPN,GDP,TOT,MLN_USD,A,1992,2664920.015,
JPN,GDP,TOT,MLN_USD,A,1993,2713930.31,
JPN,GDP,TOT,MLN_USD,A,1994,2851756.573,
JPN,GDP,TOT,MLN_USD,A,1995,2988456.484,
JPN,GDP,TOT,MLN_USD,A,1996,3140144.839,
JPN,GDP,TOT,MLN_USD,A,1997,3225655.848,
JPN,GDP,TOT,MLN_USD,A,1998,3221118.178,
JPN,GDP,TOT,MLN_USD,A,1999,3258971.755,
JPN,GDP,TOT,MLN_USD,A,2000,3460607.15,
JPN,GDP,TOT,MLN_USD,A,2001,3550872.177,
JPN,GDP,TOT,MLN_USD,A,2002,3647933.242,
JPN,GDP,TOT,MLN_USD,A,2003,3755614.102,
JPN,GDP,TOT,MLN_USD,A,2004,3940077.56,
JPN,GDP,TOT,MLN_USD,A,2005,4110440.486,
JPN,GDP,TOT,MLN_USD,A,2006,4297284.628,
JPN,GDP,TOT,MLN_USD,A,2007,4479299.619,
JPN,GDP,TOT,MLN_USD,A,2008,4517267.524,
JPN,GDP,TOT,MLN_USD,A,2009,4298203.336,
JPN,GDP,TOT,MLN_USD,A,2010,4527142.943,
JPN,GDP,TOT,MLN_USD,A,2011,4629400.467,
JPN,GDP,TOT,MLN_USD,A,2012,4799612.88,
JPN,GDP,TOT,MLN_USD,A,2013,5021591.104,
JPN,GDP,TOT,MLN_USD,A,2014,5034454.619,
JPN,GDP,TOT,MLN_USD,A,2015,5199915.223,
JPN,GDP,TOT,MLN_USD,A,2016,5158900.414,
JPN,GDP,TOT,MLN_USD,A,2017,5262254.967,
JPN,GDP,TOT,MLN_USD,A,2018,5363113.046,
JPN,GDP,TOT,MLN_USD,A,2019,5416302.286,
JPN,GDP,TOT,MLN_USD,A,2020,5251498.147,E
JPN,GDP,TOT,USD_CAP,A,1970,3283.240226,E
JPN,GDP,TOT,USD_CAP,A,1971,3576.25832,E
JPN,GDP,TOT,USD_CAP,A,1972,3990.2751,E
JPN,GDP,TOT,USD_CAP,A,1973,4443.245631,E
JPN,GDP,TOT,USD_CAP,A,1974,4718.602008,E
JPN,GDP,TOT,USD_CAP,A,1975,5250.24193,E
JPN,GDP,TOT,USD_CAP,A,1976,5695.524956,E
JPN,GDP,TOT,USD_CAP,A,1977,6253.444916,E
JPN,GDP,TOT,USD_CAP,A,1978,6982.402592,E
JPN,GDP,TOT,USD_CAP,A,1979,7910.311273,E
JPN,GDP,TOT,USD_CAP,A,1980,8798.015994,
JPN,GDP,TOT,USD_CAP,A,1981,9964.208841,
JPN,GDP,TOT,USD_CAP,A,1982,10854.22891,
JPN,GDP,TOT,USD_CAP,A,1983,11597.81284,
JPN,GDP,TOT,USD_CAP,A,1984,12476.93244,
JPN,GDP,TOT,USD_CAP,A,1985,13461.87184,
JPN,GDP,TOT,USD_CAP,A,1986,14118.54705,
JPN,GDP,TOT,USD_CAP,A,1987,15080.27262,
JPN,GDP,TOT,USD_CAP,A,1988,16602.78592,
JPN,GDP,TOT,USD_CAP,A,1989,18024.31314,
JPN,GDP,TOT,USD_CAP,A,1990,19549.49146,
JPN,GDP,TOT,USD_CAP,A,1991,20818.77757,
JPN,GDP,TOT,USD_CAP,A,1992,21393.46709,
JPN,GDP,TOT,USD_CAP,A,1993,21722.2167,
JPN,GDP,TOT,USD_CAP,A,1994,22792.90077,
JPN,GDP,TOT,USD_CAP,A,1995,23824.55184,
JPN,GDP,TOT,USD_CAP,A,1996,24979.07772,
JPN,GDP,TOT,USD_CAP,A,1997,25598.20847,
JPN,GDP,TOT,USD_CAP,A,1998,25493.81616,
JPN,GDP,TOT,USD_CAP,A,1999,25744.91658,
JPN,GDP,TOT,USD_CAP,A,2000,27285.18383,
JPN,GDP,TOT,USD_CAP,A,2001,27930.59322,
JPN,GDP,TOT,USD_CAP,A,2002,28633.69892,
JPN,GDP,TOT,USD_CAP,A,2003,29424.87192,
JPN,GDP,TOT,USD_CAP,A,2004,30845.95769,
JPN,GDP,TOT,USD_CAP,A,2005,32174.40011,
JPN,GDP,TOT,USD_CAP,A,2006,33615.08024,
JPN,GDP,TOT,USD_CAP,A,2007,34999.99702,
JPN,GDP,TOT,USD_CAP,A,2008,35278.74985,
JPN,GDP,TOT,USD_CAP,A,2009,33570.79632,
JPN,GDP,TOT,USD_CAP,A,2010,35356.4267,
JPN,GDP,TOT,USD_CAP,A,2011,36215.00627,
JPN,GDP,TOT,USD_CAP,A,2012,37628.67599,
JPN,GDP,TOT,USD_CAP,A,2013,39436.68259,
JPN,GDP,TOT,USD_CAP,A,2014,39559.76347,
JPN,GDP,TOT,USD_CAP,A,2015,40908.78155,
JPN,GDP,TOT,USD_CAP,A,2016,40642.70453,
JPN,GDP,TOT,USD_CAP,A,2017,41531.22162,
JPN,GDP,TOT,USD_CAP,A,2018,42415.26258,
JPN,GDP,TOT,USD_CAP,A,2019,42929.66131,
JPN,GDP,TOT,USD_CAP,A,2020,41775.23655,E
KOR,GDP,TOT,MLN_USD,A,1970,19354.629,
KOR,GDP,TOT,MLN_USD,A,1971,22480.254,
KOR,GDP,TOT,MLN_USD,A,1972,25143.934,
KOR,GDP,TOT,MLN_USD,A,1973,30473.092,
KOR,GDP,TOT,MLN_USD,A,1974,36374.656,
KOR,GDP,TOT,MLN_USD,A,1975,42859.799,
KOR,GDP,TOT,MLN_USD,A,1976,51197.085,
KOR,GDP,TOT,MLN_USD,A,1977,61086.218,
KOR,GDP,TOT,MLN_USD,A,1978,72544.307,
KOR,GDP,TOT,MLN_USD,A,1979,85375.391,
KOR,GDP,TOT,MLN_USD,A,1980,91555.453,
KOR,GDP,TOT,MLN_USD,A,1981,107480.61,
KOR,GDP,TOT,MLN_USD,A,1982,123636.499,
KOR,GDP,TOT,MLN_USD,A,1983,145664.638,
KOR,GDP,TOT,MLN_USD,A,1984,166844.324,
KOR,GDP,TOT,MLN_USD,A,1985,185612.99,
KOR,GDP,TOT,MLN_USD,A,1986,210799.334,
KOR,GDP,TOT,MLN_USD,A,1987,243495.949,
KOR,GDP,TOT,MLN_USD,A,1988,282304.362,
KOR,GDP,TOT,MLN_USD,A,1989,314121.51,
KOR,GDP,TOT,MLN_USD,A,1990,358069.111,
KOR,GDP,TOT,MLN_USD,A,1991,410076.141,
KOR,GDP,TOT,MLN_USD,A,1992,445419.836,
KOR,GDP,TOT,MLN_USD,A,1993,487332.513,
KOR,GDP,TOT,MLN_USD,A,1994,543872.66,
KOR,GDP,TOT,MLN_USD,A,1995,608664.203,
KOR,GDP,TOT,MLN_USD,A,1996,668716.335,
KOR,GDP,TOT,MLN_USD,A,1997,722222.441,
KOR,GDP,TOT,MLN_USD,A,1998,692888.317,
KOR,GDP,TOT,MLN_USD,A,1999,783492.526,
KOR,GDP,TOT,MLN_USD,A,2000,871501.091,
KOR,GDP,TOT,MLN_USD,A,2001,933833.021,
KOR,GDP,TOT,MLN_USD,A,2002,1019446.686,
KOR,GDP,TOT,MLN_USD,A,2003,1057684.215,
KOR,GDP,TOT,MLN_USD,A,2004,1142611.13,
KOR,GDP,TOT,MLN_USD,A,2005,1213618.157,
KOR,GDP,TOT,MLN_USD,A,2006,1301782.512,
KOR,GDP,TOT,MLN_USD,A,2007,1414277.971,
KOR,GDP,TOT,MLN_USD,A,2008,1468996.086,
KOR,GDP,TOT,MLN_USD,A,2009,1456054.669,
KOR,GDP,TOT,MLN_USD,A,2010,1573257.913,
KOR,GDP,TOT,MLN_USD,A,2011,1625275.456,
KOR,GDP,TOT,MLN_USD,A,2012,1684562.928,
KOR,GDP,TOT,MLN_USD,A,2013,1726902.753,
KOR,GDP,TOT,MLN_USD,A,2014,1792600.237,
KOR,GDP,TOT,MLN_USD,A,2015,1933588.947,
KOR,GDP,TOT,MLN_USD,A,2016,2026967.822,
KOR,GDP,TOT,MLN_USD,A,2017,2103651.26,
KOR,GDP,TOT,MLN_USD,A,2018,2192613.181,
KOR,GDP,TOT,MLN_USD,A,2019,2215707.913,
KOR,GDP,TOT,MLN_USD,A,2020,2243095.242,P
KOR,GDP,TOT,USD_CAP,A,1970,600.311053,
KOR,GDP,TOT,USD_CAP,A,1971,683.643655,
KOR,GDP,TOT,USD_CAP,A,1972,750.453194,
KOR,GDP,TOT,USD_CAP,A,1973,893.560452,
KOR,GDP,TOT,USD_CAP,A,1974,1048.5027,
KOR,GDP,TOT,USD_CAP,A,1975,1214.812474,
KOR,GDP,TOT,USD_CAP,A,1976,1428.131471,
KOR,GDP,TOT,USD_CAP,A,1977,1677.639748,
KOR,GDP,TOT,USD_CAP,A,1978,1962.301031,
KOR,GDP,TOT,USD_CAP,A,1979,2274.614767,
KOR,GDP,TOT,USD_CAP,A,1980,2401.517486,
KOR,GDP,TOT,USD_CAP,A,1981,2775.627159,
KOR,GDP,TOT,USD_CAP,A,1982,3143.886982,
KOR,GDP,TOT,USD_CAP,A,1983,3649.828067,
KOR,GDP,TOT,USD_CAP,A,1984,4129.196761,
KOR,GDP,TOT,USD_CAP,A,1985,4548.669077,
KOR,GDP,TOT,USD_CAP,A,1986,5114.750657,
KOR,GDP,TOT,USD_CAP,A,1987,5850.17417,
KOR,GDP,TOT,USD_CAP,A,1988,6716.574957,
KOR,GDP,TOT,USD_CAP,A,1989,7399.974332,
KOR,GDP,TOT,USD_CAP,A,1990,8352.635031,
KOR,GDP,TOT,USD_CAP,A,1991,9471.455593,
KOR,GDP,TOT,USD_CAP,A,1992,10181.49026,
KOR,GDP,TOT,USD_CAP,A,1993,11026.86985,
KOR,GDP,TOT,USD_CAP,A,1994,12182.98149,
KOR,GDP,TOT,USD_CAP,A,1995,13497.97535,
KOR,GDP,TOT,USD_CAP,A,1996,14688.99143,
KOR,GDP,TOT,USD_CAP,A,1997,15716.20406,
KOR,GDP,TOT,USD_CAP,A,1998,14969.3935,
KOR,GDP,TOT,USD_CAP,A,1999,16807.01302,
KOR,GDP,TOT,USD_CAP,A,2000,18539.42075,
KOR,GDP,TOT,USD_CAP,A,2001,19713.59554,
KOR,GDP,TOT,USD_CAP,A,2002,21396.71919,
KOR,GDP,TOT,USD_CAP,A,2003,22084.77857,
KOR,GDP,TOT,USD_CAP,A,2004,23763.30783,
KOR,GDP,TOT,USD_CAP,A,2005,25186.6381,
KOR,GDP,TOT,USD_CAP,A,2006,26875.23251,
KOR,GDP,TOT,USD_CAP,A,2007,29050.15963,
KOR,GDP,TOT,USD_CAP,A,2008,29945.89922,
KOR,GDP,TOT,USD_CAP,A,2009,29529.7856,
KOR,GDP,TOT,USD_CAP,A,2010,31748.35357,
KOR,GDP,TOT,USD_CAP,A,2011,32546.51773,
KOR,GDP,TOT,USD_CAP,A,2012,33557.03045,
KOR,GDP,TOT,USD_CAP,A,2013,34244.23949,
KOR,GDP,TOT,USD_CAP,A,2014,35324.2603,
KOR,GDP,TOT,USD_CAP,A,2015,37902.36102,
KOR,GDP,TOT,USD_CAP,A,2016,39575.30208,
KOR,GDP,TOT,USD_CAP,A,2017,40957.34706,
KOR,GDP,TOT,USD_CAP,A,2018,42486.73981,
KOR,GDP,TOT,USD_CAP,A,2019,42849.56029,
KOR,GDP,TOT,USD_CAP,A,2020,43318.88612,P
LUX,GDP,TOT,MLN_USD,A,1970,1778.172,E
LUX,GDP,TOT,MLN_USD,A,1971,1918.142,E
LUX,GDP,TOT,MLN_USD,A,1972,2133.093,E
LUX,GDP,TOT,MLN_USD,A,1973,2437.018,E
LUX,GDP,TOT,MLN_USD,A,1974,2768.214,E
LUX,GDP,TOT,MLN_USD,A,1975,2825.864,E
LUX,GDP,TOT,MLN_USD,A,1976,3056.94,E
LUX,GDP,TOT,MLN_USD,A,1977,3297.848,E
LUX,GDP,TOT,MLN_USD,A,1978,3673.652,E
LUX,GDP,TOT,MLN_USD,A,1979,4071.758,E
LUX,GDP,TOT,MLN_USD,A,1980,4476.893,E
LUX,GDP,TOT,MLN_USD,A,1981,4873.505,E
LUX,GDP,TOT,MLN_USD,A,1982,5233.141,E
LUX,GDP,TOT,MLN_USD,A,1983,5600.661,E
LUX,GDP,TOT,MLN_USD,A,1984,6161.728,E
LUX,GDP,TOT,MLN_USD,A,1985,6534.046,E
LUX,GDP,TOT,MLN_USD,A,1986,7331.128,E
LUX,GDP,TOT,MLN_USD,A,1987,7809.202,E
LUX,GDP,TOT,MLN_USD,A,1988,8768.895,E
LUX,GDP,TOT,MLN_USD,A,1989,10005.53,E
LUX,GDP,TOT,MLN_USD,A,1990,10932.283,E
LUX,GDP,TOT,MLN_USD,A,1991,12278.951,E
LUX,GDP,TOT,MLN_USD,A,1992,12787.304,E
LUX,GDP,TOT,MLN_USD,A,1993,13640.147,E
LUX,GDP,TOT,MLN_USD,A,1994,14463.724,E
LUX,GDP,TOT,MLN_USD,A,1995,15631.057,
LUX,GDP,TOT,MLN_USD,A,1996,16413.115,
LUX,GDP,TOT,MLN_USD,A,1997,17814.378,
LUX,GDP,TOT,MLN_USD,A,1998,18799.632,
LUX,GDP,TOT,MLN_USD,A,1999,21456.896,
LUX,GDP,TOT,MLN_USD,A,2000,24058.131,
LUX,GDP,TOT,MLN_USD,A,2001,24791.402,
LUX,GDP,TOT,MLN_USD,A,2002,26135.007,
LUX,GDP,TOT,MLN_USD,A,2003,27158.54,
LUX,GDP,TOT,MLN_USD,A,2004,29610.784,
LUX,GDP,TOT,MLN_USD,A,2005,31997.214,
LUX,GDP,TOT,MLN_USD,A,2006,37231.031,
LUX,GDP,TOT,MLN_USD,A,2007,40802.574,
LUX,GDP,TOT,MLN_USD,A,2008,44452.835,
